content,title,url
国家发改委近日公布《2018年“互联网+”、人工智能创新发展和数字经济试点重大工程支持项目名单》，明确依托云从科技建设人脸识别产业化及应用项目，云从科技也成为计算机视觉头部企业中唯一入选的企业。与,人脸识别平台获发改委人工智能重大工程支持,http://www.chinanews.com/it/2018/01-09/8419828.shtml
郑州7月3日电(记者 刘鹏)中国移动通信集团河南有限公司(以下简称“河南移动”)3日对外披露，人口大省河南移动4G用户已突破4000万，下一步河南移动将全力推进4G网络的深度覆盖水平，尤其是提高,河南移动4G用户破4000万 将提高米字型高铁网覆盖效果,http://www.chinanews.com/it/2018/07-03/8555345.shtml
长沙1月13日电 (王昊昊)湖南省长沙市浏阳高新区管委会12日对外透露，园区企业湖南金丰林印刷包装机械科技有限公司(下称“金丰林”)在中国首创了基于物联网、RFID(射频识别技术)和大数据的“真,湖南企业国内首创智能包装云平台 将应用于各领域,http://www.chinanews.com/it/2018/01-13/8423066.shtml
上海7月5日电 (王笈)第十六届中国国际数码互动娱乐展览会(ChinaJoy)将于8月3日至6日在上海新国际博览中心举办。　　记者5日在其发布会上获悉，本届ChinaJoy以“新科技 新娱,第十六届中国国际数码互动娱乐展览会8月启幕,http://www.chinanews.com/it/2018/07-05/8557643.shtml
拉萨7月5日电 (赵朗)中国商务部联合西藏自治区商务厅5日在拉萨举办西藏电子商务和信息化培训。　　此次培训邀请了对外经济贸易大学、中国国际电子商务中心等高等院校和电商企业的专家，围绕县域电商顶,商务部联合西藏开展电商培训 助力当地经济发展,http://www.chinanews.com/it/2018/07-05/8557762.shtml
北京6月30日电 (记者 程春雨)我国的云计算发展进入到了生态阶段，越来越多的企业接纳云、使用云，从云中挖掘和释放价值。那么，新形势下行业云将带来哪些创新，又将面临哪些机遇和挑战？　　工信部信,企业上云需求差异大咋办？ 业内：加快建设行业云平台,http://www.chinanews.com/it/2018/06-30/8552503.shtml
杭州6月26日电(赵小燕)“简直太棒了，城市很干净，科技发展也让人惊讶！”同马云认识澳大利亚人肯·莫利时一样，杭州西湖边，同样是荷花盛开的季节，27名来自澳大利亚纽卡斯尔大学的年轻人近日开始了为,像少年马云那样看世界 ——马云&莫利奖学金首批学生访杭州,http://www.chinanews.com/it/2018/06-26/8547654.shtml
西宁6月30日电 (孙睿)“人工智能与青藏高原绿色经济化”高峰论坛30日在青海师范大学举行。　　自2016年起，人工智能领域建设已上升至国家战略层面，相关政策进入全面爆发期。2016年5月，发,信息化专家齐聚青海分享“新时代人工智能新特性”,http://www.chinanews.com/it/2018/06-30/8552296.shtml
北京6月30日电 (记者 张俊)中国智能写作产业联盟30日在北京成立。包括中国声谷、科大讯飞和金山软件等17家人工智能领域产业基地及企业成为中国智能写作产业联盟首批理事单位。　　软件作为新一代,中国智能写作产业联盟成立,http://www.chinanews.com/it/2018/06-30/8552508.shtml
北京7月5日电 (王庆凯)美国权威调研机构Gartner近日发布的《全球公共云市场份额报告(2017年)》显示，亚马逊AWS、微软Azure和阿里云位列前三，三家公司市场份额均得到持续扩大。,Gartner报告：全球公有云市场步入“寡头”时代,http://www.chinanews.com/it/2018/07-05/8557652.shtml
本报记者 杨 仑　　全面屏方兴未艾，折叠屏又来。　　1月中旬，由某知名手机厂商生产的全球首款折叠双屏手机即将在国内正式开卖，苹果、三星等厂商也蠢蠢欲动，紧跟折叠屏这一新风口。　　回顾2017,向更便捷迈进：除了可折叠 未来屏幕还能长啥样,http://www.chinanews.com/it/2018/01-10/8420429.shtml
1月10日电 1月9日，由中国互联网协会主办的2018(第八届)中国互联网产业年会在京成功召开。大会现场权威发布《2017年中国互联网产业发展综述与2018年产业发展趋势报告》和《“网行指数”报,2018第八届中国互联网产业年会成功召开,http://www.chinanews.com/it/2018/01-10/8420364.shtml
济南7月5日电 (记者 李欣)智能机器人EAbot(易宝特)7月5日在济南举行的集团企业管理与技术变革高峰论坛上正式对外发布。该款机器人面向财务管理、供应链、人力资源管理等多个领域，为企业提供多,智能机器人EAbot在济南发布 助力中国企业智慧管理,http://www.chinanews.com/it/2018/07-05/8557791.shtml
7月4日电 3日，SUGAR糖果手机(以下称“糖果手机”)在北京发布首部翻译手机——糖果S20。新机支持语音翻译、拍照翻译、文本翻译、离线翻译、民族语翻译等功能，语言翻译可达104种，其中离线翻,打造新时期国际人出行方式 糖果翻译手机S20全球首发,http://www.chinanews.com/it/2018/07-04/8555970.shtml
7月4日电 在7月2日刚刚结束的俄罗斯对阵西班牙的1/8决赛中，网宿科技宣布其海外CDN平台世界杯流量峰值创出新高。两天前，网宿国内平台也在一场1/8决赛中创出世界杯流量峰值新高。　　作为网宿,网宿科技世界杯全球平台直播流量创新高,http://www.chinanews.com/it/2018/07-04/8555992.shtml
7月1日电 四年前，2014年，OPPO Find 7在北京正式发布，其自主研发的VOOC闪充技术和天际线呼吸灯设计给行业带来了惊喜。四年后，2018年，OPPO广东移动通信有限公司(以下简称：,OPPO Find X国内正式亮相 未来旗舰带来全新创新体验,http://www.chinanews.com/it/2018/07-01/8552663.shtml
【环球网科技综合报道】自小米宣布IPO以来，这家超级独角兽就在不停地创造纪录。先是将成首家同股不同权的港股上市公司；招股书又披露在全球营收超千亿且盈利的互联网公司中，小米增速排名第一；认购结束后，,小米提前锁定纪录：史上最快纳入恒生指数的港股将诞生,http://www.chinanews.com/it/2018/07-04/8556040.shtml
7月4日电  3日，在2018年(第十四届)中国数字电视产业发展大会上，海信荣获2018年消费者喜爱的电视品牌大奖，海信4K激光电视80L5荣膺“2018年十佳电视”；海信U7系列ULED电视以,海信获2018年消费者喜爱的电视品牌 看球电视品类引领者,http://www.chinanews.com/it/2018/07-04/8555994.shtml
7月4日电  3日，由中国电子商会、中国电子标准化研究院联合举办的2018年(第十四届)中国数字电视产业发展大会在北京召开。会上，由中国电子商会发布的《2018年1-6月中国彩电消费及下半年市场,2018彩电消费市场关键词：高端、大屏、智能化,http://www.chinanews.com/it/2018/07-04/8555947.shtml
北京7月4日电(记者 吴涛)3日晚间，金山发布WPS Office 2019、WPS文档、WPS Office for Mac等新品，称可让用户随时随地拿起手边最容易拿到的设备就可以工作。,AI办公已至：文档可检查错别字、自动修正等,http://www.chinanews.com/it/2018/07-04/8556072.shtml
7月4日电  科技进步将会带来普惠的社会价值，如今，AI的光芒已经照进雅鲁藏布江中下游的“西藏江南”林芝。7月4日，在2018百度AI开发者大会上，百度创始人、董事长兼CEO李彦宏在演讲中邀请了,李彦宏开发者大会致敬雪山AI来客,http://www.chinanews.com/it/2018/07-04/8556263.shtml
杭州7月6日电 (黄慧)阿里巴巴在成立达摩院时曾表示，未来3年内，阿里巴巴在技术研发上的投入将超过1000亿元人民币。阿里巴巴董事局主席马云也对达摩院的发展提出要求：“必须面向未来，用科技解决未,阿里达摩院分享技术创新：科技赋能衣食住行,http://www.chinanews.com/it/2018/07-06/8558999.shtml
上海7月4日电 (郑莹莹)上海市副市长吴清4日在上海宣布，经国务院批准，由国家发展改革委、科技部、工业和信息化部、国家互联网信息办公室、中国科学院、中国工程院、上海市人民政府共同举办的2018世,2018世界人工智能大会9月将在上海举办,http://www.chinanews.com/it/2018/07-04/8556531.shtml
济南7月6日电 (孙宏瑗)《2017年山东省互联网网络安全态势报告》(以下简称《报告》)7月6日在济南发布。《报告》预测区块链、人工智能、云计算基础设施等将成为2018年网络安全保护重点领域,山东网络安全态势报告：区块链、AI等领域成保护重点,http://www.chinanews.com/it/2018/07-06/8558910.shtml
华为向来访的亚太四国媒体团介绍了华为终端云服务的最新发展情况以及相关业务在亚太区域的落地进展。目前，华为终端云服务亚太区域用户数达到700万。华为主题、华为云空间、华为智能助手、华为应用市场(Ap,通信技术持续升级 终端云服务用户体验提升,http://www.chinanews.com/it/2018/07-06/8558704.shtml
上海7月4日电 (郑莹莹)人工智能产业已成为中国新的重要经济增长点。在上海“试验田”，人工智能浪潮席卷而来。记者4日从此间召开的2018世界人工智能大会新闻发布会上获悉，在人工智能领域，未,上海开拓AI“试验田” 未来两三年核心产业规模达千亿级,http://www.chinanews.com/it/2018/07-04/8556671.shtml
贵阳7月4日电(冷桂玉)7月4日，英特尔智能创新中心在贵阳高新区正式揭牌成立。截至目前，英特尔智能创新中心在贵阳学院、贵州师范学院、贵州商学院、贵州工业职业技术学院建成并落地。　　据了解，英特,贵州四高校建成英特尔智能创新中心,http://www.chinanews.com/it/2018/07-04/8556629.shtml
武汉7月6日电 (记者 梁婷)7月6日，由中国文化娱乐行业协会主办的2018第二届中国国际文化娱乐产业博览会在武汉国际博览中心举行。　　本次展出总面积达7万平方米，各类文化娱乐企业近千家参展，,2018第二届中国国际文化娱乐产业博览武汉启幕,http://www.chinanews.com/it/2018/07-06/8558814.shtml
重庆7月6日电 (马佳欣)安全帽没扣好发出预警、红外线危险识别、自动喷淋装置降尘……随着重庆市“智慧工地”建设工作的推进，大数据、智能化、BIM、物联网等集成应用与施工现场深度融合，工地长出了“,探访重庆智慧工地：互联网+大数据让工地变“聪明”,http://www.chinanews.com/it/2018/07-06/8559041.shtml
互联网行业现黑公关利益链条　　广州日报讯 （全媒体记者倪明、段郴群）腾讯和今日头条在同一天双双就黑公关事件报案，令一系列网络黑公关事件成为社会关注的热点。在企业竞争中，利用抹黑对手的“黑稿”进行,互联网行业现黑公关利益链条,http://www.chinanews.com/it/2018/07-02/8553474.shtml
参考消息网美国《哥伦比亚新闻评论》6月21日刊登文章称，中国领导人在2015年对宣传干部和新闻工作者的一次讲话中，阐述了他关于建立新的国际新闻秩序的设想：“读者在哪里，受众在哪里，宣传报道的触角,美媒：AI助中国媒体提升全球影响力,http://www.chinanews.com/it/2018/07-02/8553558.shtml
流量“漫游”费昨起正式取消　　本报讯 综合消息：根据今年《政府工作报告》中提出取消流量“漫游”费的要求，流量“漫游”费已于昨日起正式取消，我国网络提速降费工作又进一步。记者在昨天第一时间调查发现,流量“漫游”费昨起正式取消,http://www.chinanews.com/it/2018/07-02/8554046.shtml
超级计算正越来越成为一个国家科技创新核心竞争力的重要方面，是推动国家安全与创新发展的强力引擎，为解决国家安全、技术创新、经济发展和社会进步等一系列重大挑战性问题提供了不可替代的作用。　　经过近三,中国超算“暂时有劲使不上”怎么破,http://www.chinanews.com/it/2018/07-02/8553556.shtml
人脑电脑，谁更了解大脑　　核心阅读　　看片子，人脑电脑谁更强？日前，神经影像领域一场“人机大战”在北京落幕。医疗人工智能以更快的速度和更高的准确率，战胜多位神经疾病专家组成的“人类战队”。专家,人脑电脑，谁更了解大脑,http://www.chinanews.com/it/2018/07-02/8553774.shtml
北京7月4日电 (王庆凯)微信小程序应用场景逐步形成。QuestMobile数据显示，微信小程序月活跃用户已超4亿，呈爆发式增长，未来空间巨大。　　小程序火热吸引了大批传统电商的注意，社交电商,零售业升级：微信小程序成电商竞技新战场,http://www.chinanews.com/it/2018/07-04/8556666.shtml
人民网北京7月3日电 (记者李彤)2日，联想控股宣布收购卢森堡国际银行(BIL)89.936%的股份，收购价格为14.8亿欧元。至此Lenovo在联想控股中资产占比从54%降至33%。联想控股董事,联想控股约15亿欧元购外资银行 Lenovo资产占比降至33%,http://www.chinanews.com/it/2018/07-03/8554596.shtml
上海7月2日电 (郑莹莹)未来的手机屏幕，不仅可以有“弧度”，而且可以折叠、卷曲，而这正有赖于下一代显示技术AMOLED的发展。　　作为中国国内领先量产AMOLED手机显示屏的企业，上海和辉光,上海全力发展新型显示产业 实现柔性“首部曲”,http://www.chinanews.com/it/2018/07-02/8554192.shtml
新华网北京7月2日电(记者 孙云龙)6月29日，华为轮值董事长徐直军在北京举行的第二十二届中国国际软件博会高峰论坛上表示，要努力把华为云打造成为中国软件产业发展的“黑土地”，让软件企业基于华为云来,徐直军：华为云是另一个荣耀,http://www.chinanews.com/it/2018/07-02/8553778.shtml
新华社香港7月3日电(记者张雅诗)香港科技大学3日宣布，该校的先进显示与光电子技术国家重点实验室研究团队近期开发出一款崭新液晶显示器，能大幅提升解像度和节省电力，可应用于手机和平板电脑等。　　这,香港科大研发崭新液晶显示器降低耗电量,http://www.chinanews.com/it/2018/07-03/8554881.shtml
软博会发布：政府信息化招标数据，物联网数额最大　　科技日报北京7月2日电 （实习记者崔爽）第二十二届中国国际软件博览会2日发布《2017年度政府投资信息化交互数据分析报告》。报告指出，在2017,软博会发布：政府信息化招标数据，物联网数额最大,http://www.chinanews.com/it/2018/07-03/8554691.shtml
"微商兼职卖假证被逮捕　　本报讯　记者阮占江　通讯员郭秀峰李柏桃　做手机微商时听说卖假证来钱快,于是从上线处购进假的身份证、驾驶证等,从中非法获利。7月2日,潘某及其上线刘某因涉嫌伪造、变造、买卖",微商兼职卖假证被逮捕,http://www.chinanews.com/it/2018/07-03/8555045.shtml
上海7月3日电 (郑莹莹)国家集成电路创新中心、国家智能传感器创新中心3日在上海正式启动，中国工业和信息化部副部长罗文，上海市委常委、常务副市长周波为两家创新中心揭牌。　　罗文表示，当前世界正,国家集成电路创新中心、国家智能传感器创新中心在沪启动,http://www.chinanews.com/it/2018/07-03/8554930.shtml
一批笔记本电脑电池将被召回　　本报讯（记者杨滨）据国家市场监督管理总局昨天通报，由于电池内部可能会出现短路，戴尔（中国）有限公司、三星（中国）投资有限公司、微盟电子(昆山)有限公司将召回部分笔记,一批笔记本电脑电池将被召回,http://www.chinanews.com/it/2018/07-03/8555207.shtml
鸡西市7月3日电 题：兴凯湖畔最大跨境电子产业园开园将“大白鱼”卖到中国　　作者李红桃孙云阁王妮娜　　“我们将陆路口岸的区位优势，深度挖掘，发展为‘线上’优势，打造兴凯湖畔最大的跨境电商产业,兴凯湖畔最大跨境电子产业园开园 将“大白鱼”卖到中国,http://www.chinanews.com/it/2018/07-03/8555222.shtml
大唐网络“一体两翼”战略全面升级，全国基地建设从1.0的众创空间，到2.0的双创综合体，升级为3.0的“5G产业新城”，打造5G场景下的各种城市应用。6月21日，河南省新乡市人民政府与大唐网络签订,打造5G产业新城 大唐网络“一体两翼”战略全面升级,http://www.chinanews.com/it/2018/06-26/8546557.shtml
北京6月26日电 (记者 马海燕)记者26日从清华大学获悉，面向全球大学生的2018年国际大学生类脑计算大赛将评选出不超过16支参赛队入围决赛，并设百万奖金支持。　　“类脑计算是指借鉴大脑的神,国际大学生类脑计算大赛设百万奖金寻创新应用,http://www.chinanews.com/it/2018/06-26/8547646.shtml
刘 艳　　1月9日，苹果推送了安全系统更新。　　一场由芯片级漏洞衍生的安全问题，引发了史上最严重的技术危机，波及全球所有电脑、智能手机及云计算服务器。这场危机也让消费者重新思考：什么才是,苹果推送更新：芯片之洞易堵，安全之隙难合,http://www.chinanews.com/it/2018/01-10/8420430.shtml
1月10日电 2018年1月9日，《北京日报》刊登专题文章，对首都2017年在动漫网游领域取得的出色成绩进行了特别报道。其中，以完美世界为代表的文创企业获得《北京日报》的特别关注。这些“近年来我,首都原创网游出口同比增九成 完美世界获关注,http://www.chinanews.com/it/2018/01-10/8420463.shtml
1月10日电 1月9日，互联网圈再掀热议，刚刚火爆一周多的在线答题平台“芝士超人”和趣店分期旗下的大白汽车分期达成商业合作，大白汽车分期狂砸1个亿支持“芝士超人”撒币，因此，“芝士超人”也率先成,在线答题现过亿商业合作 大白汽车分期1亿砸“芝士超人”,http://www.chinanews.com/it/2018/01-10/8420464.shtml
客户端北京6月26日电(记者 吴涛)26日，中国电信发布《中国电信5G技术白皮书》(以下简称《白皮书》)，透露，在5G时代，同一运营商拥有多张不同制式网络的状况将长期存在，多制式网络将至少包括4,别怕手机过时！5G来了 4G及WLAN也将长期共存,http://www.chinanews.com/it/2018/06-26/8547636.shtml
成都1月10日电(王爵)四川省大数据发展蓝皮书(2017)《以下简称“蓝皮书”》发布暨成都电子信息产业功能区、国家双创示范基地推介活动在成都郫都举行。按照四川相关规划，2018年大数据产业规模将,四川大数据发展蓝皮书发布 2018年产业规模将突破500亿,http://www.chinanews.com/it/2018/01-10/8421009.shtml
新“计算机”比一粒大米还小。　　图片来源：美国密歇根大学官网　　科技日报北京6月25日电 （记者刘霞）据美国密歇根大学官网近日报道，该校科研人员制造出一种边长仅0.3毫米的计算设备——比一粒大米还小,比米粒还小！迄今最小“计算”设备出炉(图),http://www.chinanews.com/it/2018/06-26/8546576.shtml
拉斯维加斯1月10日电 题：硅纤维·磁悬浮·自带流量——解密戴尔最新“黑科技”　　记者    张素　　当地时间9日至12日，拉斯维加斯正在举行一场全球的“科技狂欢”，各家厂商纷纷“秀肌肉”。,硅纤维·磁悬浮·自带流量——解密戴尔最新“黑科技”,http://www.chinanews.com/it/2018/01-10/8420902.shtml
本报讯(记者 温婧)微信公众平台昨天再次发布公告，将坚决打击涉嫌淫秽、色情及低俗类等信息，甚至进行永久封号处理。　　2015年，微信就发布公告，表示将整顿发送低俗类文章行为，其中对低俗内容进行了,微信再次公告打击低俗虚假内容,http://www.chinanews.com/it/2018/01-11/8421478.shtml
贵阳1月10日电 (记者 刘鹏 周燕玲 蒲文思)苹果公司10日发布公告称，从2018年2月28日起，中国内地的iCloud服务将转由云上贵州大数据产业发展有限公司(简称，云上贵州公司)负责运营。,苹果：中国内地iCloud服务转由贵州运营 资费或优惠,http://www.chinanews.com/it/2018/01-10/8421029.shtml
杭州1月10日电(胡亦心)2017年的最后一天，公安部向阿里平台治理部发出了2017年第二封感谢信。“这样来自公安战线的点赞信，我们2017年共收到了30封。”1月10日，阿里巴巴发布《2017,一年收到警方30封感谢信：阿里数据技术成治假利器,http://www.chinanews.com/it/2018/01-10/8421031.shtml
1月11日电 11日，今日头条召开了一场旨在推动整个行业来问诊算法、建言算法的分享交流会。资深算法架构师、中国科学技术大学计算机博士曹欢欢，在今日头条总部带来了题为《让算法公开透明》的分享，面向,今日头条公布算法原理 让技术更加公开透明,http://www.chinanews.com/it/2018/01-11/8421754.shtml
苹果公司昨日通过官网发布信息显示，自今年2月28日起，中国内地的iCloud服务将转由国内本土的“云上贵州”负责运营。　　最新：iCloud将无间断提供服务　　据悉，苹果公司近日宣布与中,苹果国内用户iCloud将迁回贵州 无间断提供服务,http://www.chinanews.com/it/2018/01-11/8421449.shtml
1月10日电  2017年以比特币为首的加密币吸引大量炒家，身价急升数倍到数百倍，黑色产业链对加密币更加为之疯狂。金山毒霸安全实验室监测发现，除感染电脑、手机等终端设备外，入侵网站植入挖矿病毒成,网页挖矿病毒每天感染2000网站 金山毒霸上线挖矿拦截,http://www.chinanews.com/it/2018/01-10/8420935.shtml
客户端1月11日电(吴涛)11日，多位网友反映，苹果悄然开启了iPhone iOS系统的降级通道，几乎覆盖iPhone所有机型和版本，但随后又关闭，持续时间约1小时。目前还不知道这是系统BUG还,苹果开启降级通道又关闭，你被“套路”了没？,http://www.chinanews.com/it/2018/01-11/8421924.shtml
时光的脚步迈进2018，人民日报《新媒体》版第八次为读者呈上“互联网八大猜想”。过去7年，在海洋般宽广的互联网世界中，我们遨游其间，捕捉动向、分析变化、研判趋势……透过媒体视角，为这个日新月异的领,2018年互联网八大猜想：大数据红利普惠生活,http://www.chinanews.com/it/2018/01-11/8421152.shtml
1月11日电 2018年吃鸡游戏热度不减，大小厂商仍然紧盯这一市场不断发力，然而在新的一轮竞争中，网易旗下的《荒野行动》凭借庞大的用户数、超高的活跃度和火爆的网络话题继续稳坐吃鸡界的头把交椅，成,吃鸡游戏那么多 《荒野行动》何以成玩家首选,http://www.chinanews.com/it/2018/01-11/8421742.shtml
“您好，请问是许立先生吗？这里是中国移动，您的套餐是38元的，但我们发现最近几个月来您的消费都是在80元、90元左右，有一个月甚至达到了120元，套餐明显不够用，我们建议您升级成同系列的128元套,被运营商各种套餐后：充费送费 捆绑消费烦恼多,http://www.chinanews.com/it/2018/01-11/8421772.shtml
广州1月11日电 (记者 许青青)国际互联网会议ICANN UASG研讨会11日在广州举行，来自世界各地的邮件厂商、行业专家分享部署多语种电子邮件技术及国际化多语种域名技术的经验。中国邮件厂商将,全球顶尖专家齐聚广州 共推多语种邮件技术,http://www.chinanews.com/it/2018/01-11/8421931.shtml
1月12日电 今日，华为技术有限公司与金蝶国际软件集团有限公司宣布签署战略合作协议。华为云将为金蝶云提供IaaS资源和供应用/服务开发的PaaS服务，金蝶云还将通过华为云的大数据/EI企业智能服,华为和金蝶达成战略合作 徐直军：华为云要做好黑土地,http://www.chinanews.com/it/2018/01-11/8421994.shtml
当地时间2月26日，2018年世界移动通信大会(MWC)在西班牙巴塞罗那举行。本届大会上，高通、华为、中兴、爱立信、诺基亚等知名电信企业展示了大量成熟5G技术，以及包括移动通讯、物联网,5G网络有望2020年如期商用 全球产值将破10万亿美元,http://www.chinanews.com/it/2018/02-28/8455950.shtml
正在巴塞罗那举办的世界移动通信大会上，通过华为手机操控的一辆保时捷赛车，引起各国媒体的兴趣。这辆无人车行驶时，能避开突然出现的自行车和狗。本届世界移动通信大会上，自动驾驶由于与5G密切,自动驾驶与5G并进，中国无人车今年将量产,http://www.chinanews.com/it/2018/02-28/8455981.shtml
2月28日电  根据360威胁情报中心最近发布的报告，截至2017年12月底，360威胁情报中心累计监测到38个针对中国境内目标发动攻击的境内外APT组织。其中，2017年内仍处于高度活跃状态的,360：2017年APT攻击遍布31个行政区 京辽成重灾区,http://www.chinanews.com/it/2018/02-28/8456266.shtml
北京2月28日电 (记者 刘育英)记者28日从中国人工智能学会获悉，2018年度第八届“吴文俊人工智能科学技术奖”评选活动已正式启动，首次设立200万人民币奖金创下历史新高。　　“吴文俊人工智,第八届“吴文俊人工智能科学技术奖”评选启动,http://www.chinanews.com/it/2018/02-28/8456607.shtml
由于人工智能产生不确定性风险的可能性过高，因此任何研究、开发人工智能技术的人，都应该对其研发负起相关责任。　　在一些人工智能研究专家的眼中，当前人类对人工智能技术的研发，就像小孩子在玩弄炸弹一样,评论：人工智能时代的技术也应有“价值观”,http://www.chinanews.com/it/2018/02-28/8456075.shtml
1月11日电 2017年10月31日国际奥委会正式宣布：认证电子竞技运动为正式体育项目。这一纸公文，代表着的是国际奥委会将开始把电子竞技纳入奥运会比赛项目。中国，乃至全世界电竞人的梦想终于在经历,三大关键字带你解读2017中国电竞,http://www.chinanews.com/it/2018/01-11/8421741.shtml
几年前，在云计算概念刚刚出现时，中国市场还被几家国外企业所把持，而现在，中国企业已经开始走向世界。全球权威的调查机构加特纳(Gartner)公布的2017年第三季度全球服务器市场报告显示，全球服务,全球云服务器市场份额前6位中有4家中国企业,http://www.chinanews.com/it/2018/01-12/8422263.shtml
来自研究机构的最新报告称，去年第三季度苹果手机利润率有所下滑，但仍为全球最高，三星排名第二。国产手机利润率总体有所增长，华为榜上有名，不过国产手机利润率整体仍旧偏低，不及苹果的1/14。,苹果手机每部利润151美元 为国产手机利润14倍,http://www.chinanews.com/it/2018/01-12/8422294.shtml
新华网北京1月12日电(郑伟)北京美国当地时间1月9日以来，拉斯维加斯成了最受科技媒体关注的城市，2018年度国际消费类电子产品展览会(CES2018)在这里盛大举行。这场消费电子盛会自然也是,为创造力点赞 美国媒体解读CES的“中国现象”,http://www.chinanews.com/it/2018/01-12/8422347.shtml
上海2月28日电(记者  姜煜)全球著名信息技术研究和顾问公司Gartner28日发布统计数据称，2017年第四季度全球智能手机销售量共计4.08亿部，较2016年第四季度下滑了5.6%。这是自,Gartner：去年第四季度智能手机销量首度同比下滑,http://www.chinanews.com/it/2018/02-28/8456634.shtml
科技日报讯 (记者张晔)“到2018年，我国数据中心产业将达1400亿元，随之产生的热管理产业规模也达20亿元。”1月6日，在南京举行的“中国热管理产业技术创新战略联盟”成立大会上，联盟理事长杨立,热管理产业给电子器件降温提速,http://www.chinanews.com/it/2018/01-08/8418654.shtml
1月8日电 2017年彩电市场数据陆续出炉，虽然中国彩电市场全年收官数据并不理想，但2018年高端大屏化的市场主流趋势已经确立，海信电视在国内、国际市场的强势表现也被寄予更多期待。　　根据中怡,2017年度彩电数据出炉 海信电视强势称王,http://www.chinanews.com/it/2018/01-08/8418628.shtml
本报记者 张佳星　　网络设备也“掐尖儿”，路由器搭上了风头正劲的“区块链”——　　日前，一款据称是全球首台的区块链路由器发布，在路由器的简单图示“如何使用”这部分，“购买路由器”与“获得收,区块链路由器，是炒概念还是真创新,http://www.chinanews.com/it/2018/01-08/8418672.shtml
人工智能技术正在日益发展和广泛应用，人类的生活形态和生活方式将被深刻改变。而网络黑产就像痼疾一样纠缠着互联网，黑客攻击也延伸至了AI时代。代表正义势力的白帽子们对网络安全的研究也从未停止。未,黑客攻击延伸 AI时代网络安全受关注,http://www.chinanews.com/it/2018/01-08/8418691.shtml
